bike_type,started_at,ended_at,start_station_name,end_station_name,customer_type,trip_duration,month,hour,day_start,season,weekend,temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,visibility,condition
Classic Bike,09/07/2022 16:01:12,09/07/2022 16:29:34,Burnham Greenway & 105th St,Houston Ave & 92nd St,Casual,"28,36666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:56:09,09/07/2022 17:13:28,Larrabee St & Webster Av,State St & Chicago Av,Member,"17,31666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:00:45,09/07/2022 16:22:27,DuSable Lake Shore Dr & North Blvd,Greenview Ave & Diversey Pkwy,Casual,"21,7",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:14:37,09/07/2022 16:51:59,Clark St & Schiller St,Southport Ave & Belmont Av,Casual,"37,36666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:54:19,09/07/2022 16:58:03,Wabash Ave & Grand Av,State St & Randolph St,Member,"3,733333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:38:41,09/07/2022 17:43:08,Streeter Dr & Grand Av,Lakefront Trail & Bryn Mawr Av,Casual,"64,45",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:13:53,09/07/2022 16:23:52,Clarendon Ave & Gordon Ter,Clark St & Winnemac Av,Member,"9,983333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:13:58,09/07/2022 16:31:16,Green St & Randolph St,Wood St & Milwaukee Av,Member,"17,3",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:20:58,09/07/2022 16:50:34,Damen Ave & Cortland St,Clark St & Newport St,Casual,"29,6",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:05:11,09/07/2022 16:12:55,Not Available,Clark St & Newport St,Member,"7,733333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:10:37,09/07/2022 16:19:39,Clarendon Ave & Junior Ter,Halsted St & Roscoe St,Casual,"9,033333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:40:56,09/07/2022 16:57:15,Sheridan Rd & Irving Park Rd,Lincoln Ave & Waveland Av,Casual,"16,31666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:05:19,09/07/2022 16:12:05,Not Available,Not Available,Casual,"6,766666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:55:27,09/07/2022 17:06:22,Campbell Ave & North Av,Damen Ave & Chicago Av,Casual,"10,91666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:56:17,09/07/2022 16:58:34,Cottage Grove Ave & Oakwood Blvd,Cottage Grove Ave & Oakwood Blvd,Casual,"2,283333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:36:34,09/07/2022 16:56:51,Columbus Dr & Randolph St,Wells St & Evergreen Av,Casual,"20,28333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:04:15,09/07/2022 16:18:09,Theater on the Lak,Sedgwick St & North Av,Casual,"13,9",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:47:13,09/07/2022 17:23:20,DuSable Lake Shore Dr & North Blvd,Millennium Park,Casual,"36,11666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:30:10,09/07/2022 16:37:08,Not Available,Blue Island Ave & 18th St,Member,"6,966666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:29:52,09/07/2022 16:47:40,California Ave & Francis Pl,Wood St & Chicago Av,Casual,"17,8",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:50:02,09/07/2022 17:25:34,Wentworth Ave & 24th St,Millennium Park,Casual,"35,53333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:45:28,09/07/2022 16:48:34,Millennium Park,Millennium Park,Casual,"3,1",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:54:48,09/07/2022 17:02:30,Not Available,Not Available,Member,"7,7",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:11:50,09/07/2022 17:31:55,Wabash Ave & 9th St,Clark St & Ida B Wells Dr,Casual,"80,08333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:58:41,09/07/2022 17:07:58,Not Available,Not Available,Member,"9,283333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:10:58,09/07/2022 16:52:23,Broadway & Argyle St,Not Available,Member,"41,41666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:36:03,09/07/2022 17:00:20,Not Available,Clark St & Newport St,Member,"24,28333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:53:21,09/07/2022 18:07:25,Not Available,Green St & Madison St,Casual,"74,06666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:39:40,09/07/2022 16:58:46,Not Available,Not Available,Casual,"19,1",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:56:07,09/07/2022 17:13:05,Ravenswood Ave & Irving Park Rd,Sheridan Rd & Lawrence Av,Member,"16,96666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:30:17,09/07/2022 16:58:47,Sheffield Ave & Wellington Av,DuSable Lake Shore Dr & North Blvd,Casual,"28,5",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:25:44,09/07/2022 16:48:26,State St & Kinzie St,Ashland Ave & Division St,Member,"22,7",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:01:59,09/07/2022 16:06:35,Wilton Ave & Diversey Pkwy,Hampden Ct & Diversey Av,Casual,"4,6",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:34:06,09/07/2022 16:36:44,Not Available,Not Available,Casual,"2,633333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:15:12,09/07/2022 16:25:55,Clark St & Wrightwood Av,Wells St & Concord Ln,Casual,"10,71666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:11:16,09/07/2022 16:19:02,California Ave & Division St,Damen Ave & Pierce Av,Member,"7,766666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:16:45,09/07/2022 16:29:04,DuSable Lake Shore Dr & North Blvd,Wells St & Elm St,Casual,"12,31666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:47:44,09/07/2022 17:08:53,Wood St & 35th St,Fairfield Ave & 44th St,Casual,"21,15",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:19:30,09/07/2022 16:59:58,Broadway & Waveland Av,DuSable Lake Shore Dr & Monroe St,Casual,"40,46666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:06:19,09/07/2022 16:33:07,Not Available,Montrose Harbor,Member,"26,8",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:51:17,09/07/2022 17:02:06,Wentworth Ave & 33rd St,State St & 33rd St,Casual,"10,81666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:23:32,09/07/2022 16:41:13,Lincoln Ave & Diversey Pkwy,Leavitt St & North Av,Member,"17,68333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:07:32,09/07/2022 16:54:16,Michigan Ave & Oak St,Indiana Ave & Roosevelt Rd,Casual,"46,73333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:45:58,09/07/2022 19:27:16,Montrose Harbor,Montrose Harbor,Casual,"161,3",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:57:58,09/07/2022 17:02:43,Broadway & Sheridan Rd,Sheridan Rd & Buena Av,Casual,"4,75",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:40:10,09/07/2022 16:55:47,Clark St & Newport St,Larrabee St & Armitage Av,Casual,"15,61666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:10:09,09/07/2022 16:13:40,Ashland Ave & Augusta Blvd,Honore St & Division St,Member,"3,516666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:31:02,09/07/2022 16:48:06,Wilton Ave & Belmont Av,Lincoln Ave & Waveland Av,Casual,"17,06666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:59:35,09/07/2022 17:10:16,Broadway & Belmont Av,DuSable Lake Shore Dr & Belmont Av,Casual,"10,68333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:33:27,09/07/2022 16:45:20,Broadway & Waveland Av,Southport Ave & Waveland Av,Member,"11,88333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:51:02,09/07/2022 17:03:40,Sheridan Rd & Lawrence Av,Paulina St & Montrose Av,Casual,"12,63333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:25:49,09/07/2022 16:35:09,Milwaukee Ave & Wabansia Av,Ashland Ave & Blackhawk St,Member,"9,333333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:04:09,09/07/2022 16:29:09,Clinton St & Washington Blvd,Rush St & Cedar St,Casual,25,7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:29:50,09/07/2022 16:36:01,Not Available,Broadway & Wilson - Truman College Vaccination Sit,Casual,"6,183333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:25:30,09/07/2022 16:31:49,Lincoln Park Conservatory,Stockton Dr & Wrightwood Av,Casual,"6,316666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:29:07,09/07/2022 16:47:53,Central Park Ave & Elbridge Av,Albany Ave & Belmont Av,Casual,"18,76666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:11:18,09/07/2022 16:44:30,Michigan Ave & 8th St,Kimbark Ave & 53rd St,Member,"33,2",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:48:18,09/07/2022 17:01:21,Halsted St & 21st St,Green St & Madison St,Casual,"13,05",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:29:50,09/07/2022 16:35:38,Not Available,Clinton St & 18th St,Casual,"5,8",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:48:14,09/07/2022 17:02:30,Not Available,Milwaukee Ave & Wabansia Av,Casual,"14,26666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:18:12,09/07/2022 16:23:04,Sheffield Ave & Fullerton Av,Halsted St & Wrightwood Av,Casual,"4,866666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:01:52,09/07/2022 16:09:40,Montrose Harbor,Clarendon Ave & Junior Ter,Casual,"7,8",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:22:03,09/07/2022 17:02:30,Broadway & Granville Av,Sheridan Rd & Loyola Av,Casual,"40,45",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:59:08,09/07/2022 17:23:40,Not Available,Not Available,Casual,"24,53333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:25:16,09/07/2022 16:26:48,Pine Grove Ave & Waveland Av,Not Available,Casual,"1,533333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:54:18,09/07/2022 17:04:18,Damen Ave & Leland Av,Not Available,Casual,10,7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:37:25,09/07/2022 17:08:54,Canal St & Taylor St,State St & 19th St,Casual,"31,48333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:19:13,09/07/2022 16:41:03,Michigan Ave & Oak St,Calumet Ave & 18th St,Casual,"21,83333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:51:15,09/07/2022 17:01:14,Damen Ave & Chicago Av,Damen Ave & Charleston St,Casual,"9,983333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:03:23,09/07/2022 16:11:48,Larrabee St & Division St,Sheffield Ave & Kingsbury St,Member,"8,416666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:01:08,09/07/2022 16:24:06,Honore St & Division St,Franklin St & Adams St,Casual,"22,96666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:26:48,09/07/2022 16:28:31,Walsh Park,Elston Ave & Cortland St,Member,"1,716666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:08:02,09/07/2022 16:33:47,Michigan Ave & Oak St,DuSable Lake Shore Dr & Wellington Av,Casual,"25,75",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:31:47,09/07/2022 16:59:17,Clark St & Grace St,Lincoln Ave & Belmont Av,Casual,"27,5",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:18:34,09/07/2022 16:46:48,Broadway & Berwyn Av,Clark St & Winnemac Av,Casual,"28,23333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:19:38,09/07/2022 17:00:06,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,Casual,"40,46666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:10:40,09/07/2022 16:45:04,Michigan Ave & Oak St,DuSable Lake Shore Dr & Monroe St,Member,"34,4",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:20:25,09/07/2022 16:32:10,Honore St & Division St,Wood St & Hubbard St,Casual,"11,75",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:49:05,09/07/2022 19:27:03,Montrose Harbor,Montrose Harbor,Casual,"157,9666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:44:28,09/07/2022 17:11:05,Not Available,Not Available,Member,"26,61666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:38:14,09/07/2022 16:50:34,Broadway & Argyle St,Southport Ave & Irving Park Rd,Casual,"12,33333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:47:31,09/07/2022 17:21:34,Not Available,Not Available,Member,"34,05",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:28:59,09/07/2022 16:35:41,Lincoln Ave & Diversey Pkwy,Broadway & Barry Av,Member,"6,7",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:53:50,09/07/2022 17:11:07,Not Available,University Ave & 57th St,Member,"17,28333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:33:42,09/07/2022 16:39:19,Clark St & Wellington Av,DuSable Lake Shore Dr & Belmont Av,Casual,"5,616666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:38:49,09/07/2022 16:46:50,Greenview Ave & Diversey Pkwy,Sheffield Ave & Webster Av,Member,"8,016666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:05:47,09/07/2022 16:14:50,University Ave & 57th St,Museum of Science and Industry,Casual,"9,05",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:58:25,09/07/2022 17:19:50,University Ave & 57th St,Lake Park Ave & 56th St,Casual,"21,41666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:18:05,09/07/2022 16:27:45,Not Available,Southport Ave & Waveland Av,Casual,"9,666666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:08:02,09/07/2022 16:34:20,Ashland Ave & Grace St,Broadway & Argyle St,Member,"26,3",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:39:56,09/07/2022 16:59:34,Broadway & Barry Av,Not Available,Casual,"19,63333333",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:37:22,09/07/2022 17:18:46,Morgan St & Lake St,DuSable Lake Shore Dr & Diversey Pkwy,Member,"41,4",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:12:57,09/07/2022 16:27:55,Not Available,Not Available,Member,"14,96666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:11:26,09/07/2022 16:58:18,Dusable Harbor,Clark St & Ida B Wells Dr,Casual,"46,86666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:47:10,09/07/2022 17:05:13,Wells St & Huron St,Wabash Ave & Roosevelt Rd,Member,"18,05",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:11:44,09/07/2022 16:32:35,Not Available,Campbell Ave & Fullerton Av,Member,"20,85",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:00:13,09/07/2022 16:14:46,Not Available,Sheridan Rd & Irving Park Rd,Casual,"14,55",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:39:18,09/07/2022 16:46:07,Not Available,Not Available,Member,"6,816666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:48:05,09/07/2022 17:14:57,Clybourn Ave & Division St,Michigan Ave & Jackson Blvd,Casual,"26,86666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:30:52,09/07/2022 16:58:37,Broadway & Barry Av,Clark St & North Av,Casual,"27,75",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:42:38,09/07/2022 17:16:26,Clarendon Ave & Leland Av,DuSable Lake Shore Dr & North Blvd,Casual,"33,8",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Classic Bike,09/07/2022 16:29:03,09/07/2022 16:47:09,DuSable Lake Shore Dr & Monroe St,Adler Planetariu,Casual,"18,1",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:16:45,09/07/2022 16:49:49,Michigan Ave & 18th St,Not Available,Casual,"33,06666667",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
Electric Bike,09/07/2022 16:42:08,09/07/2022 16:54:50,Wells St & Polk St,Not Available,Casual,"12,7",7,16,Saturday,Summer,TRUE,"25,1","25,1","11,6","42,87",0,0,0,0,"23,7",21,"1021,1",18,16,Clear Day
